,Desired Power,Actual Power,Error,Absolute Error,Iterations,Total Iterations
0,0.8,0.866,-0.06599999999999995,0.06599999999999995,300,1400
1,0.8,0.872,-0.07199999999999995,0.07199999999999995,300,1400
2,0.8,0.866,-0.06599999999999995,0.06599999999999995,300,1400
3,0.8,0.884,-0.08399999999999996,0.08399999999999996,300,1400
4,0.8,0.862,-0.061999999999999944,0.061999999999999944,300,1400
5,0.8,0.99,-0.18999999999999995,0.18999999999999995,300,1400
6,0.8,0.76,0.040000000000000036,0.040000000000000036,300,1400
7,0.8,0.766,0.03400000000000003,0.03400000000000003,300,1400
8,0.8,0.882,-0.08199999999999996,0.08199999999999996,300,1400
9,0.8,0.744,0.05600000000000005,0.05600000000000005,300,1400
10,0.8,0.812,-0.01200000000000001,0.01200000000000001,300,1400
11,0.8,0.884,-0.08399999999999996,0.08399999999999996,300,1400
12,0.8,0.72,0.08000000000000007,0.08000000000000007,300,1400
13,0.8,0.774,0.026000000000000023,0.026000000000000023,300,1400
14,0.8,0.794,0.006000000000000005,0.006000000000000005,300,1400
15,0.8,0.67,0.13,0.13,300,1400
16,0.8,0.778,0.02200000000000002,0.02200000000000002,300,1400
17,0.8,0.97,-0.16999999999999993,0.16999999999999993,300,1400
18,0.8,0.938,-0.1379999999999999,0.1379999999999999,300,1400
19,0.8,0.846,-0.04599999999999993,0.04599999999999993,300,1400
20,0.8,0.846,-0.04599999999999993,0.04599999999999993,300,1400
21,0.8,0.794,0.006000000000000005,0.006000000000000005,300,1400
22,0.8,0.866,-0.06599999999999995,0.06599999999999995,300,1400
23,0.8,0.836,-0.03599999999999992,0.03599999999999992,300,1400
24,0.8,0.742,0.05800000000000005,0.05800000000000005,300,1400
25,0.8,0.69,0.1100000000000001,0.1100000000000001,300,1400
26,0.8,0.89,-0.08999999999999997,0.08999999999999997,300,1400
27,0.8,0.876,-0.07599999999999996,0.07599999999999996,300,1400
28,0.8,0.9,-0.09999999999999998,0.09999999999999998,300,1400
29,0.8,0.646,0.15400000000000003,0.15400000000000003,300,1400
