,Desired Power,Actual Power,Error,Absolute Error,Iterations,Total Iterations
0,0.8,0.84,-0.039999999999999925,0.039999999999999925,300,2600
1,0.8,0.8,0.0,0.0,300,2600
2,0.8,0.81,-0.010000000000000009,0.010000000000000009,300,2600
3,0.8,0.842,-0.041999999999999926,0.041999999999999926,300,2600
4,0.8,0.796,0.0040000000000000036,0.0040000000000000036,300,2600
5,0.8,0.828,-0.027999999999999914,0.027999999999999914,300,2600
6,0.8,0.826,-0.025999999999999912,0.025999999999999912,300,2600
7,0.8,0.824,-0.02399999999999991,0.02399999999999991,300,2600
8,0.8,0.86,-0.05999999999999994,0.05999999999999994,300,2600
9,0.8,0.864,-0.06399999999999995,0.06399999999999995,300,2600
10,0.8,0.876,-0.07599999999999996,0.07599999999999996,300,2600
11,0.8,0.844,-0.04399999999999993,0.04399999999999993,300,2600
12,0.8,0.868,-0.06799999999999995,0.06799999999999995,300,2600
13,0.8,0.84,-0.039999999999999925,0.039999999999999925,300,2600
14,0.8,0.856,-0.05599999999999994,0.05599999999999994,300,2600
15,0.8,0.846,-0.04599999999999993,0.04599999999999993,300,2600
16,0.8,0.856,-0.05599999999999994,0.05599999999999994,300,2600
17,0.8,0.852,-0.051999999999999935,0.051999999999999935,300,2600
18,0.8,0.832,-0.03199999999999992,0.03199999999999992,300,2600
19,0.8,0.874,-0.07399999999999995,0.07399999999999995,300,2600
20,0.8,0.832,-0.03199999999999992,0.03199999999999992,300,2600
21,0.8,0.79,0.010000000000000009,0.010000000000000009,300,2600
22,0.8,0.812,-0.01200000000000001,0.01200000000000001,300,2600
23,0.8,0.822,-0.02199999999999991,0.02199999999999991,300,2600
24,0.8,0.902,-0.10199999999999998,0.10199999999999998,300,2600
25,0.8,0.824,-0.02399999999999991,0.02399999999999991,300,2600
26,0.8,0.816,-0.015999999999999903,0.015999999999999903,300,2600
27,0.8,0.892,-0.09199999999999997,0.09199999999999997,300,2600
28,0.8,0.858,-0.05799999999999994,0.05799999999999994,300,2600
29,0.8,0.866,-0.06599999999999995,0.06599999999999995,300,2600
